id,mass,GeoLocation,name,class_met,year_seen
30306,141.6,"(0.000000, 0.000000)",Northwest Africa 7194,R4,2012
30307,60.1,"(0.000000, 0.000000)",Northwest Africa 7195,Ureilite,2011
30308,385,"(0.000000, 0.000000)",Northwest Africa 7196,LL6,2009
30309,1148.5,"(0.000000, 0.000000)",Northwest Africa 7197,L3.8,2009
30310,108,"(0.000000, 0.000000)",Northwest Africa 7198,H4,2011
30311,78,"(0.000000, 0.000000)",Northwest Africa 7199,H4,2011
30312,1692,"(0.000000, 0.000000)",Northwest Africa 7200,H5,2011
30313,89,"(0.000000, 0.000000)",Northwest Africa 7201,L3,2011
30314,691,"(0.000000, 0.000000)",Northwest Africa 7202,L6,2011
30315,107,"(0.000000, 0.000000)",Northwest Africa 7203,Angrite,2011
30316,440,"(0.000000, 0.000000)",Northwest Africa 7204,L4,2005
30317,375,"(0.000000, 0.000000)",Northwest Africa 7205,L5,2005
30318,22,"(0.000000, 0.000000)",Northwest Africa 7206,Eucrite-pmict,2011
30319,92,"(0.000000, 0.000000)",Northwest Africa 7207,CV3,2010
30320,39,"(0.000000, 0.000000)",Northwest Africa 7208,CV3,2010
30321,268,"(0.000000, 0.000000)",Northwest Africa 7209,CO3,2008
30322,194,"(0.000000, 0.000000)",Northwest Africa 721,CR2,2001
30323,24,"(0.000000, 0.000000)",Northwest Africa 7210,CM2,2006
30324,51.6,"(0.000000, 0.000000)",Northwest Africa 7211,LL4,2011
30325,301.3,"(0.000000, 0.000000)",Northwest Africa 7212,H4,2012
30326,93.2,"(0.000000, 0.000000)",Northwest Africa 7213,LL3,2011
30327,2200,"(0.000000, 0.000000)",Northwest Africa 7214,Aubrite,2010
30328,500,"(0.000000, 0.000000)",Northwest Africa 7215,L6,2010
30329,70,"(0.000000, 0.000000)",Northwest Africa 7216,Ureilite,2010
30330,200,"(0.000000, 0.000000)",Northwest Africa 7217,L3,2010
30331,520,"(0.000000, 0.000000)",Northwest Africa 7219,L6,2010
30332,1280,"(31.150000, -4.250000)",Northwest Africa 722,L-imp melt,2000
30333,310,"(0.000000, 0.000000)",Northwest Africa 7220,L5,2011
30334,150,"(0.000000, 0.000000)",Northwest Africa 7221,L5,2011
30335,26,"(0.000000, 0.000000)",Northwest Africa 7224,Ureilite,2010
30336,341,"(0.000000, 0.000000)",Northwest Africa 7227,CV3,2011
30337,2715,"(0.000000, 0.000000)",Northwest Africa 7228,H4/5,2011
30338,395,"(29.883330, -5.500000)",Northwest Africa 723,CV3,2000
30339,191,"(0.000000, 0.000000)",Northwest Africa 7231,Eucrite-pmict,2011
30340,87,"(0.000000, 0.000000)",Northwest Africa 7232,H4/5,2011
30341,131,"(0.000000, 0.000000)",Northwest Africa 7234,Eucrite-pmict,2011
30342,1830,"(0.000000, 0.000000)",Northwest Africa 7235,LL6,2011
30343,505,"(0.000000, 0.000000)",Northwest Africa 7236,L6,2011
30344,558,"(0.000000, 0.000000)",Northwest Africa 7237,L6,2011
30345,124,"(0.000000, 0.000000)",Northwest Africa 7238,L4,2011
30346,988,"(0.000000, 0.000000)",Northwest Africa 7239,L4,2011
30347,1200,"(30.233330, -5.866670)",Northwest Africa 724,LL3,
30348,54,"(0.000000, 0.000000)",Northwest Africa 7240,L4,2011
30349,42,"(0.000000, 0.000000)",Northwest Africa 7241,L4,2011
30350,23,"(0.000000, 0.000000)",Northwest Africa 7242,H4/5,2011
30351,32,"(0.000000, 0.000000)",Northwest Africa 7243,H5-melt breccia,2011
30352,1183,"(0.000000, 0.000000)",Northwest Africa 7245,L5/6,2010
30353,6760,"(0.000000, 0.000000)",Northwest Africa 7249,L5,2012
30354,3824,"(30.600000, -5.050000)",Northwest Africa 725,Acapulcoite,
30355,816,"(0.000000, 0.000000)",Northwest Africa 7250,LL6,2012
30356,13000,"(0.000000, 0.000000)",Northwest Africa 7251,L-melt rock,2012
30357,276,"(0.000000, 0.000000)",Northwest Africa 7252,CK5,2007
30358,404,"(0.000000, 0.000000)",Northwest Africa 7253,Eucrite,2012
30359,1447,"(0.000000, 0.000000)",Northwest Africa 7254,L3.4,2004
30360,607,"(0.000000, 0.000000)",Northwest Africa 7255,CO3.5,2004
30361,4932,"(0.000000, 0.000000)",Northwest Africa 7256,CV3,2004
30362,180,"(0.000000, 0.000000)",Northwest Africa 7257,Martian (shergottite),2012
30363,310,"(0.000000, 0.000000)",Northwest Africa 7258,Martian (shergottite),2011
30364,73.2,"(0.000000, 0.000000)",Northwest Africa 7259,Eucrite-pmict,2011
30365,354,"(31.033330, -4.000000)",Northwest Africa 726,H4,
30366,340,"(0.000000, 0.000000)",Northwest Africa 7260,R4,2012
30367,202,"(0.000000, 0.000000)",Northwest Africa 7261,CV3,2010
30368,413,"(0.000000, 0.000000)",Northwest Africa 7262,Lunar (feldsp. breccia),2012
30369,654,"(0.000000, 0.000000)",Northwest Africa 7267,L-melt breccia,2012
30370,220,"(0.000000, 0.000000)",Northwest Africa 7268,Ureilite,2012
30371,787,"(0.000000, 0.000000)",Northwest Africa 7269,Eucrite-mmict,2012
30372,364,"(30.333330, -5.750000)",Northwest Africa 727,L4,1998
30373,78,"(0.000000, 0.000000)",Northwest Africa 7271,CO3,2011
30374,58.7,"(0.000000, 0.000000)",Northwest Africa 7272,Martian (shergottite),2012
30375,115,"(0.000000, 0.000000)",Northwest Africa 7273,LL6,2012
30376,372.6,"(0.000000, 0.000000)",Northwest Africa 7274,Lunar (feldsp. breccia),2012
30377,197,"(0.000000, 0.000000)",Northwest Africa 7275,CV3,2012
30378,380,"(0.000000, 0.000000)",Northwest Africa 7276,Ureilite,2012
30379,342,"(0.000000, 0.000000)",Northwest Africa 7277,LL6,2004
30380,84.9,"(0.000000, 0.000000)",Northwest Africa 7278,L4,2011
30381,50.4,"(0.000000, 0.000000)",Northwest Africa 7279,Howardite,2011
30382,454,"(30.333330, -5.750000)",Northwest Africa 728,L4,1998
30383,246,"(0.000000, 0.000000)",Northwest Africa 7280,Diogenite,2011
30384,20.04,"(0.000000, 0.000000)",Northwest Africa 7281,Eucrite,2012
30385,40,"(0.000000, 0.000000)",Northwest Africa 7282,LL6,2011
30386,188,"(0.000000, 0.000000)",Northwest Africa 7283,LL6,2011
30387,113.42,"(0.000000, 0.000000)",Northwest Africa 7284,Diogenite,2012
30388,220,"(0.000000, 0.000000)",Northwest Africa 7285,Eucrite,2011
30389,102,"(0.000000, 0.000000)",Northwest Africa 7286,LL4,2011
30390,319,"(30.333330, -5.750000)",Northwest Africa 729,L5,1998
30391,35.1,"(0.000000, 0.000000)",Northwest Africa 7298,H3.8,2005
30392,20,"(0.000000, 0.000000)",Northwest Africa 7299,Brachinite,2011
30393,150,"(30.333330, -5.750000)",Northwest Africa 730,L4,1998
30394,18.3,"(0.000000, 0.000000)",Northwest Africa 7303,R3-5,2011
30395,272,"(0.000000, 0.000000)",Northwest Africa 7304,Ureilite,2009
30396,264,"(0.000000, 0.000000)",Northwest Africa 7308,LL3,2012
30397,380,"(30.333330, -5.750000)",Northwest Africa 731,H4,1999
30398,778,"(0.000000, 0.000000)",Northwest Africa 7312,Lodranite,2012
30399,777,"(0.000000, 0.000000)",Northwest Africa 7313,LL6,2012
30400,147,"(0.000000, 0.000000)",Northwest Africa 7314,LL6,2012
30401,80.3,"(0.000000, 0.000000)",Northwest Africa 7315,Eucrite,2012
30402,6414,"(0.000000, 0.000000)",Northwest Africa 7319,L5-melt breccia,2012
30403,580,"(30.550000, -4.966670)",Northwest Africa 732,H5,1999
30404,52,"(0.000000, 0.000000)",Northwest Africa 7320,Martian (shergottite),2011
30405,109,"(0.000000, 0.000000)",Northwest Africa 7321,Acapulcoite,2012
30406,109,"(0.000000, 0.000000)",Northwest Africa 7322,H4,2012
30407,501,"(0.000000, 0.000000)",Northwest Africa 7323,LL3,2012
30408,345,"(0.000000, 0.000000)",Northwest Africa 7325,Achondrite-ung,2012
30409,60.1,"(0.000000, 0.000000)",Northwest Africa 7326,Eucrite-mmict,2004
30410,217.44,"(0.000000, 0.000000)",Northwest Africa 7327,H/L5,2012
30411,493.18,"(0.000000, 0.000000)",Northwest Africa 7328,H4,2012
30412,145.77,"(0.000000, 0.000000)",Northwest Africa 7329,Howardite,2012
30413,319,"(32.333330, -3.500000)",Northwest Africa 733,L5,1999
30414,111.07,"(0.000000, 0.000000)",Northwest Africa 7330,Eucrite-cm,2012
30415,63.21,"(0.000000, 0.000000)",Northwest Africa 7331,Howardite,2012
30416,59.3,"(0.000000, 0.000000)",Northwest Africa 7332,CV3,2012
30417,88,"(0.000000, 0.000000)",Northwest Africa 7333,Ureilite,2011
30418,82.55,"(0.000000, 0.000000)",Northwest Africa 7334,Eucrite,2012
30419,4908,"(0.000000, 0.000000)",Northwest Africa 7335,"Iron, ungrouped",2009
30420,18000,"(0.000000, 0.000000)",Northwest Africa 7336,L6,2012
30421,86,"(0.000000, 0.000000)",Northwest Africa 7337,LL4,2011
30422,58,"(0.000000, 0.000000)",Northwest Africa 7338,LL4,2011
30423,243,"(0.000000, 0.000000)",Northwest Africa 7339,L5,2011
30424,1150,"(32.333330, -3.500000)",Northwest Africa 734,L5,1999
30425,49.7,"(0.000000, 0.000000)",Northwest Africa 7340,L4,2011
30426,56,"(0.000000, 0.000000)",Northwest Africa 7341,L4,2011
30427,55,"(0.000000, 0.000000)",Northwest Africa 7342,H4,2011
30428,450,"(0.000000, 0.000000)",Northwest Africa 7343,L4,2011
30429,314,"(0.000000, 0.000000)",Northwest Africa 7345,L4,2011
30430,269.3,"(0.000000, 0.000000)",Northwest Africa 7346,LL6,2009
30431,1537,"(0.000000, 0.000000)",Northwest Africa 7347,L6-melt breccia,2012
30432,1519,"(0.000000, 0.000000)",Northwest Africa 7348,LL6,2012
30433,187.12,"(0.000000, 0.000000)",Northwest Africa 7349,Ureilite,2012
30434,161,"(30.616670, -4.116670)",Northwest Africa 735,CK4,1999
30435,37.48,"(0.000000, 0.000000)",Northwest Africa 7350,Mesosiderite-B2,2012
30436,35.59,"(0.000000, 0.000000)",Northwest Africa 7367,Eucrite-cm,2012
30437,1289.39,"(0.000000, 0.000000)",Northwest Africa 7368,H4,2012
30438,650,"(22.200000, -13.150000)",Northwest Africa 7369,R5,2007
30439,2290,"(22.833330, -6.183330)",Northwest Africa 7370,Diogenite-olivine,2009
30440,15.5,"(0.000000, 0.000000)",Northwest Africa 7371,L~5,2012
30441,18.9,"(0.000000, 0.000000)",Northwest Africa 7372,L~6,2009
30442,193.8,"(0.000000, 0.000000)",Northwest Africa 7373,L~6,2011
30443,20.6,"(0.000000, 0.000000)",Northwest Africa 7374,L~6,2009
30444,23.4,"(0.000000, 0.000000)",Northwest Africa 7375,L~6,2009
30445,27.7,"(0.000000, 0.000000)",Northwest Africa 7376,L~6,2009
30446,39.9,"(0.000000, 0.000000)",Northwest Africa 7377,LL~6,2009
30447,45,"(0.000000, 0.000000)",Northwest Africa 7378,L~4-6,2009
30448,52.4,"(0.000000, 0.000000)",Northwest Africa 7379,L~6,2009
30449,61.7,"(0.000000, 0.000000)",Northwest Africa 7380,LL~5,2012
30450,76.6,"(0.000000, 0.000000)",Northwest Africa 7381,H~5,2011
30451,40.2,"(0.000000, 0.000000)",Northwest Africa 7382,LL7,2012
30452,329,"(0.000000, 0.000000)",Northwest Africa 7383,Eucrite,2012
30453,125,"(0.000000, 0.000000)",Northwest Africa 7384,Acapulcoite,2010
30454,51.69,"(0.000000, 0.000000)",Northwest Africa 7385,Eucrite,2012
30455,131,"(0.000000, 0.000000)",Northwest Africa 7386,Mesosiderite,2011
30456,392,"(0.000000, 0.000000)",Northwest Africa 7387,Martian (shergottite),2012
30457,50.8,"(0.000000, 0.000000)",Northwest Africa 7388,Brachinite,2007
30458,375,"(0.000000, 0.000000)",Northwest Africa 7389,L6,2008
30459,60,,Northwest Africa 739,CH3,1999
30460,28.4,"(0.000000, 0.000000)",Northwest Africa 7390,LL6,2008
30461,640,"(0.000000, 0.000000)",Northwest Africa 7391,L5,2003
30462,365,"(0.000000, 0.000000)",Northwest Africa 7392,L6,2002
30463,2490,"(0.000000, 0.000000)",Northwest Africa 7393,L6,2008
30464,14.6,"(0.000000, 0.000000)",Northwest Africa 7394,LL6,2008
30465,130.2,"(0.000000, 0.000000)",Northwest Africa 7395,L6,2007
30466,2130,"(0.000000, 0.000000)",Northwest Africa 7397,Martian (shergottite),2012
30467,1000,"(30.250000, -4.416670)",Northwest Africa 740,H5,2000
30468,995.59,"(0.000000, 0.000000)",Northwest Africa 7401,EL6,2012
30469,53,"(0.000000, 0.000000)",Northwest Africa 7403,LL6,2004
30470,52.3,"(0.000000, 0.000000)",Northwest Africa 7404,H6,2005
30471,136.2,"(0.000000, 0.000000)",Northwest Africa 7407,L5,2010
30472,89.7,"(0.000000, 0.000000)",Northwest Africa 7408,LL6,2010
30473,989,"(30.250000, -4.416670)",Northwest Africa 741,H6,2000
30474,43.7,"(0.000000, 0.000000)",Northwest Africa 7410,L5,2011
30475,89.62,"(0.000000, 0.000000)",Northwest Africa 7412,H4,2011
30476,168.75,"(0.000000, 0.000000)",Northwest Africa 7414,H4,2011
30477,17,,Northwest Africa 742,H3.8,2000
30478,1830,"(0.000000, 0.000000)",Northwest Africa 7428,L6-melt breccia,2012
30479,5440,"(0.000000, 0.000000)",Northwest Africa 7429,L4,2012
30480,175,,Northwest Africa 743,L5,2000
30481,24,,Northwest Africa 744,H4,2000
30482,270,"(0.000000, 0.000000)",Northwest Africa 7446,LL5,2000
30483,170,"(0.000000, 0.000000)",Northwest Africa 7447,EL5,2007
30484,140,"(0.000000, 0.000000)",Northwest Africa 7448,L6,2003
30485,405,"(24.133330, -13.166670)",Northwest Africa 7449,L6,2009
30486,151.17,"(0.000000, 0.000000)",Northwest Africa 7450,LL6,2012
30487,1844,"(0.000000, 0.000000)",Northwest Africa 7452,L5,2012
30488,648,"(0.000000, 0.000000)",Northwest Africa 7455,H4,2012
30489,2282,"(0.000000, 0.000000)",Northwest Africa 7456,L5,2012
30490,264,"(0.000000, 0.000000)",Northwest Africa 7459,LL4,2012
30491,1481,"(0.000000, 0.000000)",Northwest Africa 7460,L4,2012
30492,1521,"(0.000000, 0.000000)",Northwest Africa 7462,L4,2012
30493,400.19,"(0.000000, 0.000000)",Northwest Africa 7463,L6,2012
30494,80.2,"(0.000000, 0.000000)",Northwest Africa 7475,Martian (basaltic breccia),2012
30495,562.32,"(0.000000, 0.000000)",Northwest Africa 7476,L6,2012
30496,616.18,"(0.000000, 0.000000)",Northwest Africa 7477,L3.9,2012
30497,136.35,"(0.000000, 0.000000)",Northwest Africa 7478,LL6,2012
30498,1004.18,"(0.000000, 0.000000)",Northwest Africa 7479,CV3,2012
30499,58,"(0.000000, 0.000000)",Northwest Africa 7480,L5,2009
30500,45.5,"(0.000000, 0.000000)",Northwest Africa 7481,L6,2009
30501,27.5,"(0.000000, 0.000000)",Northwest Africa 7482,H5,2009
30502,58.5,"(0.000000, 0.000000)",Northwest Africa 7483,H4,2009
30503,428,"(0.000000, 0.000000)",Northwest Africa 7484,Howardite,2012
30504,360.12,"(0.000000, 0.000000)",Northwest Africa 7485,Eucrite-mmict,2012
30505,1630,"(0.000000, 0.000000)",Northwest Africa 7486,L4,2009
30506,404.61,"(0.000000, 0.000000)",Northwest Africa 7487,H4,2012
30507,259,"(0.000000, 0.000000)",Northwest Africa 7488,Eucrite,2012
30508,248,"(0.000000, 0.000000)",Northwest Africa 7489,R3.5-4,2012
30509,1050,"(0.000000, 0.000000)",Northwest Africa 7490,Diogenite,2012
30510,306.46,"(0.000000, 0.000000)",Northwest Africa 7491,L6,2012
30511,808.77,"(0.000000, 0.000000)",Northwest Africa 7492,L6,2012
30512,503,"(0.000000, 0.000000)",Northwest Africa 7493,Lunar (feldsp. breccia),2012
30513,3553,"(0.000000, 0.000000)",Northwest Africa 7494,H6,2012
30514,2144.67,"(0.000000, 0.000000)",Northwest Africa 7495,L5,2012
30515,788.4,"(22.947810, -13.385270)",Northwest Africa 7496,Eucrite-pmict,2012
30516,423,"(0.000000, 0.000000)",Northwest Africa 7497,H4,2012
30517,1101,"(0.000000, 0.000000)",Northwest Africa 7498,L4,2012
30518,320,"(0.000000, 0.000000)",Northwest Africa 7499,Brachinite,2012
30519,964,,Northwest Africa 750,H6,2000
30520,2040,"(0.000000, 0.000000)",Northwest Africa 7500,Martian (shergottite),2012
30521,572,"(0.000000, 0.000000)",Northwest Africa 7503,L5-6,2012
30522,1680,"(0.000000, 0.000000)",Northwest Africa 7504,L6,2012
30523,45.75,"(0.000000, 0.000000)",Northwest Africa 7505,L5,2003
30524,106.3,"(0.000000, 0.000000)",Northwest Africa 7506,H5,2003
30525,35.1,"(0.000000, 0.000000)",Northwest Africa 7507,L5,2003
30526,280.5,"(0.000000, 0.000000)",Northwest Africa 7508,L4,2003
30527,51.6,"(0.000000, 0.000000)",Northwest Africa 7509,L5,2003
30528,385.5,,Northwest Africa 751,L6,2000
30529,196,"(0.000000, 0.000000)",Northwest Africa 7510,Howardite,2012
30530,17.53,"(0.000000, 0.000000)",Northwest Africa 7511,LL3,2012
30531,49.71,"(0.000000, 0.000000)",Northwest Africa 7512,R3,2011
30532,439,"(0.000000, 0.000000)",Northwest Africa 7513,L3.8,2012
30533,23620,"(0.000000, 0.000000)",Northwest Africa 7514,R5,2005
30534,160,"(0.000000, 0.000000)",Northwest Africa 7515,Eucrite,2012
30535,77,"(0.000000, 0.000000)",Northwest Africa 7516,Eucrite,2012
30536,374,"(0.000000, 0.000000)",Northwest Africa 7517,LL5,2012
30537,650.14,"(0.000000, 0.000000)",Northwest Africa 7518,LL4,2012
30538,2028,"(0.000000, 0.000000)",Northwest Africa 7519,L4,2011
30539,3450,,Northwest Africa 752,LL4/5,2000
30540,1550,"(0.000000, 0.000000)",Northwest Africa 7520,H4,2012
30541,126.8,"(0.000000, 0.000000)",Northwest Africa 7522,H4,2007
30542,614.6,"(0.000000, 0.000000)",Northwest Africa 7523,L5,2007
30543,759,"(0.000000, 0.000000)",Northwest Africa 7524,L5,2007
30544,73.4,"(0.000000, 0.000000)",Northwest Africa 7525,L5,2008
30545,34.2,"(0.000000, 0.000000)",Northwest Africa 7526,H6,2006
30546,80,"(0.000000, 0.000000)",Northwest Africa 7527,L5,2007
30547,154.2,"(0.000000, 0.000000)",Northwest Africa 7528,L5,2007
30548,189.3,"(0.000000, 0.000000)",Northwest Africa 7529,L5,2007
30549,12000,,Northwest Africa 753,R3.9,2000
30550,254,"(0.000000, 0.000000)",Northwest Africa 7530,L6,2003
30551,868,"(0.000000, 0.000000)",Northwest Africa 7531,CR7,2009
30552,210,"(0.000000, 0.000000)",Northwest Africa 7532,Ureilite,2007
30553,84,"(0.000000, 0.000000)",Northwest Africa 7533,Achondrite-ung,2012
30554,736,"(0.000000, 0.000000)",Northwest Africa 7534,H6-melt breccia,2012
30555,30000,,Northwest Africa 754,L6,2000
30556,128,"(0.000000, 0.000000)",Northwest Africa 7546,Howardite,2012
30557,176,"(0.000000, 0.000000)",Northwest Africa 7547,Eucrite-mmict,2012
30558,1300,"(0.000000, 0.000000)",Northwest Africa 7548,L4,2012
30559,77.3,"(0.000000, 0.000000)",Northwest Africa 7549,Eucrite-mmict,2012
30560,352,,Northwest Africa 755,R3.7,2000
30561,225,"(0.000000, 0.000000)",Northwest Africa 7550,CK4,2012
30562,830,"(0.000000, 0.000000)",Northwest Africa 7551,Eucrite-mmict,2012
30563,1200,"(0.000000, 0.000000)",Northwest Africa 7552,Eucrite-mmict,2012
30564,300,"(0.000000, 0.000000)",Northwest Africa 7555,Eucrite,2012
30565,270,"(0.000000, 0.000000)",Northwest Africa 7557,Howardite,2011
30566,267,"(0.000000, 0.000000)",Northwest Africa 7559,L5-6,2011
30567,20000,,Northwest Africa 756,L6,2000
30568,1302,"(0.000000, 0.000000)",Northwest Africa 7560,L6,2011
30569,1063,"(0.000000, 0.000000)",Northwest Africa 7561,L4,2011
30570,407,"(0.000000, 0.000000)",Northwest Africa 7562,LL6,2011
30571,171,"(0.000000, 0.000000)",Northwest Africa 7563,L6,2011
30572,520,"(0.000000, 0.000000)",Northwest Africa 7564,L6,2011
30573,316,"(0.000000, 0.000000)",Northwest Africa 7565,H5,2004
30574,51,"(0.000000, 0.000000)",Northwest Africa 7566,LL3-6,2012
30575,12,"(0.000000, 0.000000)",Northwest Africa 7568,CM2,2012
30576,41,"(0.000000, 0.000000)",Northwest Africa 7569,CK5,2012
30577,714,,Northwest Africa 757,LL6,2000
30578,402,"(0.000000, 0.000000)",Northwest Africa 7570,Eucrite,2012
30579,754,"(0.000000, 0.000000)",Northwest Africa 7571,Eucrite-pmict,2012
30580,90,"(0.000000, 0.000000)",Northwest Africa 7574,Eucrite-pmict,2012
30581,246,"(0.000000, 0.000000)",Northwest Africa 7575,LL6,2012
30582,277,"(0.000000, 0.000000)",Northwest Africa 7576,Howardite,2011
30583,31,"(0.000000, 0.000000)",Northwest Africa 7577,H3,2012
30584,51,"(0.000000, 0.000000)",Northwest Africa 7578,LL6,2012
30585,394.9,,Northwest Africa 758,H6,2000
30586,126,"(0.000000, 0.000000)",Northwest Africa 7582,L6,2012
30587,195,"(0.000000, 0.000000)",Northwest Africa 7584,L6,2012
30588,51,"(0.000000, 0.000000)",Northwest Africa 7586,L-melt rock,2012
30589,1877,"(0.000000, 0.000000)",Northwest Africa 7587,L6,2012
30590,1963,"(0.000000, 0.000000)",Northwest Africa 7588,L6,2012
30591,864,"(0.000000, 0.000000)",Northwest Africa 7589,CV3,2012
30592,26,"(0.000000, 0.000000)",Northwest Africa 7591,L6,2012
30593,825,"(0.000000, 0.000000)",Northwest Africa 7592,R3,2009
30594,81.4,"(0.000000, 0.000000)",Northwest Africa 7593,H4,2003
30595,176.5,"(0.000000, 0.000000)",Northwest Africa 7594,L6,2003
30596,320.8,"(0.000000, 0.000000)",Northwest Africa 7595,L6,2003
30597,255.1,"(0.000000, 0.000000)",Northwest Africa 7596,L6,2003
30598,146.4,"(0.000000, 0.000000)",Northwest Africa 7597,L6,2003
30599,97.5,"(0.000000, 0.000000)",Northwest Africa 7598,L6,2003
30600,1581,,Northwest Africa 760,CV3,2000
30601,320,"(0.000000, 0.000000)",Northwest Africa 7605,Brachinite,2012
30602,159,"(0.000000, 0.000000)",Northwest Africa 7606,LL3.4,2012
30603,111,"(0.000000, 0.000000)",Northwest Africa 7607,LL3.4,2012
30604,413,"(0.000000, 0.000000)",Northwest Africa 7608,Diogenite,2012
30605,249,"(0.000000, 0.000000)",Northwest Africa 7609,Eucrite,2012
30606,834,,Northwest Africa 761,L6,2000
30607,1086,"(0.000000, 0.000000)",Northwest Africa 7610,LL5-6,2009
30608,916,"(0.000000, 0.000000)",Northwest Africa 7611,Lunar,2012
30609,193,"(0.000000, 0.000000)",Northwest Africa 7612,LL4,2011
30610,222,"(0.000000, 0.000000)",Northwest Africa 7613,CV3,2011
30611,226,"(0.000000, 0.000000)",Northwest Africa 7614,LL3,2011
30612,1100,"(0.000000, 0.000000)",Northwest Africa 7615,CK6,2012
